ticker,date,open,close,high,low,sma_10,sma_20,ema_10,ema_20
MSFT,2018-01-31,86.12999725341797,95.01000213623048,95.4499969482422,85.5,,,,
MSFT,2018-02-28,94.79000091552734,93.7699966430664,96.06999969482422,83.83000183105469,,,,
MSFT,2018-03-31,93.98999786376952,91.2699966430664,97.23999786376952,87.08000183105469,,,,
MSFT,2018-04-30,90.47000122070312,93.5199966430664,97.9000015258789,87.51000213623047,,,,
MSFT,2018-05-31,93.20999908447266,98.83999633789062,99.98999786376952,92.4499969482422,,,,
MSFT,2018-06-30,99.27999877929688,98.61000061035156,102.69000244140624,97.26000213623048,,,,
MSFT,2018-07-31,98.0999984741211,106.08000183105467,111.1500015258789,98.0,,,,
MSFT,2018-08-31,106.02999877929688,112.33000183105467,112.77999877929688,104.83999633789062,,,,
MSFT,2018-09-30,110.8499984741211,114.37000274658205,115.29000091552734,107.2300033569336,,,,
MSFT,2018-10-31,114.75,106.80999755859376,116.18000030517578,100.11000061035156,101.06099929809571,,102.10627170909535,
MSFT,2018-11-30,107.0500030517578,110.88999938964844,112.23999786376952,99.3499984741211,102.6489990234375,,103.70331310555954,
MSFT,2018-12-31,113.0,101.56999969482422,113.41999816894533,93.95999908447266,103.42899932861329,,103.3154379399713,
MSFT,2019-01-31,99.5500030517578,104.43000030517578,107.9000015258789,97.1999969482422,104.74499969482422,,103.51808564273576,
MSFT,2019-02-28,103.77999877929688,112.02999877929688,113.23999786376952,102.3499984741211,106.59599990844727,,105.0657062130196,
MSFT,2019-03-31,112.88999938964844,117.94000244140624,120.81999969482422,108.8000030517578,108.50600051879883,,107.40648734545353,
MSFT,2019-04-30,118.9499969482422,130.60000610351562,131.3699951171875,118.0999984741211,111.70500106811524,,111.62349075601027,
MSFT,2019-05-31,130.52999877929688,123.68000030517578,130.64999389648438,123.04000091552734,113.46500091552734,,113.81558340131309,
MSFT,2019-06-30,123.8499984741211,133.9600067138672,138.39999389648438,119.01000213623048,115.6280014038086,,117.47820582177748,
MSFT,2019-07-31,136.6300048828125,136.27000427246094,141.67999267578125,134.6699981689453,117.81800155639648,,120.89489644917447,
MSFT,2019-08-31,137.0,137.86000061035156,140.94000244140625,130.77999877929688,120.92300186157226,110.99200057983398,123.97946084211576,113.55085772559757
MSFT,2019-09-30,136.61000061035156,139.02999877929688,142.3699951171875,134.50999450683594,123.73700180053712,113.1930004119873,126.7159222852396,115.97744258785464
MSFT,2019-10-31,139.66000366210938,143.3699951171875,145.6699981689453,133.22000122070312,127.91700134277343,115.67300033569336,129.74393552741194,118.58625711445777
MSFT,2019-11-30,144.25999450683594,151.3800048828125,152.5,142.97000122070312,132.61200180053712,118.67850074768066,133.67776631930295,121.7094711876344
MSFT,2019-12-31,151.80999755859375,157.6999969482422,159.5500030517578,146.64999389648438,137.17900161743165,121.88750076293945,138.0454446154737,125.13714030769229
